ticket_id,machine,department,dominant_signal_score,maintenance_team,issue,priority,risk_score,dominant_signal,vibration_zscore,pressure_zscore,rotate_zscore,root_cause,solution,status
340,model4_46,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.77,vibration,1.2,0.28,0.35,Hydraulic flow instability,Check rotational stability,Open
341,model2_47,comp3,2,Thermal,Motor temperature anomaly detected,Medium,1.81,rotation,0.87,0.11,1.86,Cooling fan malfunction,Check rotational synchronization,Open
342,model2_47,comp1,3,Mechanical,Severe mechanical instability observed,Critical,4.32,rotation,0.06,1.34,2.08,Mechanical imbalance,Check rotational synchronization,Open
343,model2_47,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.7,vibration,1.96,0.62,0.21,Hydraulic flow instability,Inspect spindle bearing and lubrication system,Open
344,model2_47,comp3,2,Thermal,Motor temperature anomaly detected,Medium,1.7,vibration,1.36,0.74,0.7,Cooling system degradation,Inspect spindle bearing and lubrication system,Open
345,model2_47,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.66,vibration,0.74,0.24,0.45,Hydraulic valve degradation,Verify shaft balancing and alignment,Open
346,model2_47,comp1,2,Mechanical,Moderate spindle vibration anomaly detected,Medium,1.81,pressure,0.27,1.74,0.15,Lubrication degradation,Verify hydraulic pump condition,Open
347,model2_47,comp3,3,Thermal,Elevated thermal instability detected,High,3.11,vibration,2.33,0.53,0.31,Thermal overload,Inspect spindle bearing and lubrication system,Open
348,model2_47,comp2,1,Hydraulic,Minor hydraulic pressure fluctuation observed,Low,0.8,vibration,0.63,0.16,0.12,Hydraulic valve degradation,Verify shaft balancing and alignment,Open
349,model2_47,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.84,rotation,0.35,0.77,1.02,Hydraulic flow instability,Check rotational synchronization,Open
350,model2_47,comp2,3,Hydraulic,Severe hydraulic operational anomaly observed,Critical,4.31,rotation,1.37,0.92,2.14,Hydraulic valve degradation,Verify rotational sensor consistency,Open
351,model4_48,comp2,2,Hydraulic,Severe hydraulic fluctuation identified,High,2.73,pressure,0.8,1.4,1.23,Hydraulic valve degradation,Inspect hydraulic pressure lines,Open
352,model4_48,comp1,4,Mechanical,Emergency-level spindle instability identified,Critical,4.77,pressure,1.5,2.79,0.84,Bearing wear,Verify hydraulic pump condition,Open
353,model4_48,comp2,1,Hydraulic,Minor hydraulic pressure fluctuation observed,Low,0.9,vibration,0.78,0.05,0.05,Hydraulic valve degradation,Check rotational stability,Open
354,model4_48,comp2,2,Hydraulic,High hydraulic instability detected,High,2.88,vibration,1.27,1.36,0.47,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
355,model4_48,comp1,3,Mechanical,High spindle vibration level identified,High,3.08,pressure,0.31,2.36,0.46,Bearing wear,Verify hydraulic pump condition,Open
356,model4_48,comp1,2,Mechanical,Mechanical instability observed during operation,Medium,1.88,vibration,1.89,0.05,0.74,Bearing wear,Check rotational stability,Open
357,model4_48,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.79,vibration,1.43,0.06,0.65,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
358,model1_49,comp4,1,Automation,Minor automation instability detected,Low,0.89,vibration,0.16,0.18,0.17,Control signal degradation,Check rotational stability,Open
359,model1_49,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.76,vibration,0.13,0.09,0.01,Cooling system degradation,Check rotational stability,Open
360,model1_49,comp4,2,Automation,Automation system anomaly detected,Medium,1.68,pressure,0.35,1.18,0.28,PLC communication instability,Inspect hydraulic pressure lines,Open
361,model1_49,comp2,2,Hydraulic,High hydraulic instability detected,High,2.82,vibration,1.54,0.43,1.88,Hydraulic flow instability,Verify shaft balancing and alignment,Open
362,model1_49,comp4,1,Automation,Minor automation instability detected,Low,0.8,vibration,0.47,0.75,0.02,Electrical synchronization issue,Check rotational stability,Open
363,model1_49,comp3,2,Thermal,Moderate thermal instability observed,Medium,1.8,rotation,0.23,0.55,1.06,Thermal overload,Inspect rotational control subsystem,Open
364,model1_49,comp2,1,Hydraulic,Minor hydraulic pressure fluctuation observed,Low,0.87,vibration,0.75,0.52,0.15,Hydraulic flow instability,Check rotational stability,Open
365,model1_49,comp3,2,Thermal,Moderate thermal instability observed,Medium,1.78,pressure,0.73,1.99,0.94,Cooling fan malfunction,Inspect hydraulic pressure lines,Open
366,model1_49,comp4,1,Automation,Minor automation instability detected,Low,0.7,vibration,0.47,0.39,0.42,Control signal degradation,Check rotational stability,Open
367,model1_49,comp3,2,Thermal,Motor temperature anomaly detected,Medium,1.82,rotation,0.81,0.13,1.38,Cooling system degradation,Verify rotational sensor consistency,Open
368,model1_49,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.69,pressure,0.93,1.52,0.85,Pressure leakage,Inspect hydraulic pressure lines,Open
369,model1_49,comp4,1,Automation,Minor automation instability detected,Low,0.72,vibration,0.2,0.34,0.21,PLC communication instability,Verify shaft balancing and alignment,Open
370,model4_50,comp1,2,Mechanical,Emergency-level spindle instability identified,Critical,4.54,vibration,1.05,1.31,1.05,Lubrication degradation,Verify shaft balancing and alignment,Open
371,model4_50,comp2,2,Hydraulic,High hydraulic instability detected,High,2.92,vibration,1.48,1.57,0.53,Pressure leakage,Inspect spindle bearing and lubrication system,Open
372,model4_50,comp2,1,Hydraulic,Minor hydraulic pressure fluctuation observed,Low,0.84,vibration,0.34,0.51,0.63,Pressure leakage,Inspect spindle bearing and lubrication system,Open
373,model4_50,comp2,3,Hydraulic,High hydraulic instability detected,High,3.22,pressure,0.99,2.31,0.27,Hydraulic valve degradation,Inspect hydraulic pressure lines,Open
374,model4_51,comp1,2,Mechanical,Moderate spindle vibration anomaly detected,Medium,2.41,rotation,0.22,0.84,1.38,Lubrication degradation,Verify rotational sensor consistency,Open
375,model4_51,comp4,2,Automation,High-risk automation instability detected on aging equipment,High,3.26,vibration,1.01,1.22,0.35,Control signal degradation,Check rotational stability,Open
376,model4_51,comp2,3,Hydraulic,Emergency hydraulic instability identified on aging equipment,Critical,6.25,rotation,1.0,1.89,2.1,Hydraulic flow instability,Check rotational synchronization,Open
377,model4_51,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,2.2,vibration,1.86,0.71,0.98,Hydraulic flow instability,Check rotational stability,Open
378,model4_51,comp2,2,Hydraulic,Moderate hydraulic instability observed,Medium,2.24,rotation,0.2,0.41,1.31,Hydraulic valve degradation,Inspect rotational control subsystem,Open
379,model4_51,comp4,2,Automation,Critical PLC instability trend identified on aging equipment,High,3.28,vibration,1.15,1.53,0.17,Control signal degradation,Check rotational stability,Open
380,model4_51,comp2,1,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.26,vibration,0.65,0.8,0.59,Hydraulic flow instability,Check rotational stability,Open
381,model4_51,comp4,2,Automation,PLC communication instability observed,Medium,2.21,rotation,0.07,0.85,1.58,Control signal degradation,Verify rotational sensor consistency,Open
382,model4_51,comp4,2,Automation,High-risk automation instability detected on aging equipment,High,3.21,pressure,0.73,1.27,1.91,Electrical synchronization issue,Inspect hydraulic pressure lines,Open
383,model4_51,comp2,2,Hydraulic,Moderate hydraulic instability observed,Medium,2.43,pressure,0.08,1.84,0.26,Pressure leakage,Check valve stability,Open
384,model3_52,comp2,2,Hydraulic,Hydraulic pressure exceeded safe operational profile,High,2.81,pressure,0.58,1.64,1.14,Pressure leakage,Check valve stability,Open
385,model3_52,comp4,1,Automation,Minor automation instability detected,Low,0.67,vibration,0.81,0.21,0.52,Electrical synchronization issue,Check rotational stability,Open
386,model3_52,comp4,2,Automation,Automation system anomaly detected,Medium,1.85,rotation,0.97,0.51,1.04,Control signal degradation,Inspect rotational control subsystem,Open
387,model3_52,comp2,2,Hydraulic,High hydraulic instability detected,High,2.8,vibration,1.11,1.63,0.01,Hydraulic flow instability,Verify shaft balancing and alignment,Open
388,model3_52,comp1,2,Mechanical,Mechanical instability observed during operation,Medium,1.8,pressure,0.5,1.96,0.25,Bearing wear,Check valve stability,Open
389,model3_52,comp4,3,Automation,Critical automation system instability detected,Critical,4.33,rotation,0.15,1.17,2.21,PLC communication instability,Inspect rotational control subsystem,Open
390,model3_52,comp4,2,Automation,PLC communication instability observed,Medium,1.66,vibration,1.71,0.47,0.84,Electrical synchronization issue,Verify shaft balancing and alignment,Open
391,model3_53,comp1,2,Mechanical,Strong rotational imbalance observed,High,2.7,pressure,0.44,1.48,1.63,Lubrication degradation,Inspect hydraulic pressure lines,Open
392,model3_53,comp2,2,Hydraulic,Hydraulic pressure exceeded safe operational profile,High,2.8,vibration,1.59,0.56,1.04,Pressure leakage,Verify shaft balancing and alignment,Open
393,model3_53,comp1,2,Mechanical,Strong rotational imbalance observed,High,2.68,pressure,0.55,1.19,1.37,Mechanical imbalance,Check valve stability,Open
394,model3_53,comp1,1,Mechanical,Minor spindle vibration deviation observed,Low,0.78,vibration,0.32,0.83,0.08,Bearing wear,Verify shaft balancing and alignment,Open
395,model3_53,comp2,2,Hydraulic,Severe hydraulic fluctuation identified,High,2.91,vibration,1.15,0.43,1.43,Hydraulic flow instability,Check rotational stability,Open
396,model3_53,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.71,rotation,0.04,0.09,1.04,Hydraulic valve degradation,Check rotational synchronization,Open
397,model2_54,comp3,2,Thermal,High thermal stress identified,High,2.89,vibration,1.0,1.16,0.61,Cooling fan malfunction,Inspect spindle bearing and lubrication system,Open
398,model2_54,comp3,3,Thermal,High thermal stress identified,High,3.26,vibration,2.24,0.06,0.06,Cooling fan malfunction,Inspect spindle bearing and lubrication system,Open
399,model2_54,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.81,rotation,0.89,0.94,1.74,Hydraulic flow instability,Check rotational synchronization,Open
400,model2_54,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.92,vibration,0.27,0.25,0.81,Cooling fan malfunction,Inspect spindle bearing and lubrication system,Open
401,model2_54,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.78,vibration,1.93,0.65,0.53,Pressure leakage,Inspect spindle bearing and lubrication system,Open
402,model3_55,comp4,3,Automation,High-risk automation instability detected on aging equipment,High,3.67,vibration,2.51,0.92,0.21,Electrical synchronization issue,Check rotational stability,Open
403,model3_55,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,2.25,rotation,0.26,0.17,1.96,Hydraulic flow instability,Check rotational synchronization,Open
404,model3_55,comp4,2,Automation,PLC communication instability observed,Medium,2.43,vibration,1.05,0.2,0.05,Electrical synchronization issue,Inspect spindle bearing and lubrication system,Open
405,model3_55,comp1,2,Mechanical,Mechanical instability observed during operation,Medium,2.18,pressure,0.57,1.18,0.05,Mechanical imbalance,Verify hydraulic pump condition,Open
406,model3_55,comp1,2,Mechanical,High-risk spindle oscillation beyond normal range on aging equipment,Critical,4.86,vibration,1.2,1.22,1.84,Mechanical imbalance,Inspect spindle bearing and lubrication system,Open
407,model3_55,comp4,1,Automation,Automation system anomaly detected,Medium,1.29,vibration,0.67,0.96,0.47,PLC communication instability,Verify shaft balancing and alignment,Open
408,model3_55,comp2,1,Hydraulic,Moderate hydraulic instability observed,Medium,1.34,vibration,0.03,0.26,0.13,Hydraulic valve degradation,Check rotational stability,Open
409,model3_55,comp1,4,Mechanical,High-risk spindle oscillation beyond normal range on aging equipment,Critical,6.79,pressure,1.29,2.61,1.28,Mechanical imbalance,Check valve stability,Open
410,model1_56,comp3,2,Thermal,Motor temperature anomaly detected,Medium,1.81,rotation,0.77,0.25,1.59,Cooling system degradation,Verify rotational sensor consistency,Open
411,model1_56,comp3,3,Thermal,Severe thermal operational anomaly observed,Critical,5.92,pressure,1.27,2.18,1.38,Thermal overload,Verify hydraulic pump condition,Open
412,model1_56,comp3,2,Thermal,Elevated thermal instability detected,High,2.69,pressure,0.41,1.38,1.19,Cooling fan malfunction,Verify hydraulic pump condition,Open
413,model1_56,comp1,1,Mechanical,Minor spindle vibration deviation observed,Low,0.78,vibration,0.16,0.26,0.56,Mechanical imbalance,Check rotational stability,Open
414,model1_56,comp2,2,Hydraulic,Severe hydraulic fluctuation identified,High,2.75,pressure,0.18,1.11,1.74,Hydraulic flow instability,Check valve stability,Open
415,model1_56,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.77,vibration,0.71,0.49,0.0,Cooling fan malfunction,Verify shaft balancing and alignment,Open
416,model1_56,comp2,2,Hydraulic,Hydraulic pressure exceeded safe operational profile,High,2.66,vibration,1.27,1.94,0.77,Pressure leakage,Inspect spindle bearing and lubrication system,Open
417,model1_56,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.78,vibration,0.31,0.71,0.27,Cooling system degradation,Verify shaft balancing and alignment,Open
418,model1_56,comp1,2,Mechanical,Spindle oscillation exceeded operational baseline,Medium,1.77,pressure,0.58,1.11,0.17,Bearing wear,Verify hydraulic pump condition,Open
419,model1_56,comp2,1,Hydraulic,Minor hydraulic pressure fluctuation observed,Low,0.66,vibration,0.74,0.66,0.84,Pressure leakage,Verify shaft balancing and alignment,Open
420,model1_56,comp1,2,Mechanical,Severe spindle instability detected,High,2.77,vibration,1.46,0.36,1.2,Lubrication degradation,Inspect spindle bearing and lubrication system,Open
421,model4_57,comp1,2,Mechanical,High spindle vibration level identified,High,2.78,vibration,1.12,0.28,1.61,Mechanical imbalance,Inspect spindle bearing and lubrication system,Open
422,model4_57,comp1,2,Mechanical,Mechanical instability observed during operation,Medium,1.72,rotation,0.07,0.01,1.3,Lubrication degradation,Verify rotational sensor consistency,Open
423,model1_58,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.74,vibration,1.04,0.05,0.23,Hydraulic flow instability,Inspect spindle bearing and lubrication system,Open
424,model1_58,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.93,vibration,0.81,0.34,0.51,Thermal overload,Verify shaft balancing and alignment,Open
425,model1_58,comp3,2,Thermal,Moderate thermal instability observed,Medium,1.75,pressure,0.94,1.16,0.1,Cooling system degradation,Verify hydraulic pump condition,Open
426,model1_58,comp1,1,Mechanical,Minor spindle vibration deviation observed,Low,0.9,vibration,0.26,0.62,0.38,Bearing wear,Inspect spindle bearing and lubrication system,Open
427,model1_58,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.75,vibration,1.46,0.97,0.98,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
428,model1_58,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.89,vibration,0.06,0.05,0.04,Cooling fan malfunction,Inspect spindle bearing and lubrication system,Open
429,model1_58,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.95,vibration,0.17,0.51,0.4,Cooling fan malfunction,Inspect spindle bearing and lubrication system,Open
430,model1_58,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.9,vibration,0.54,0.25,0.18,Hydraulic valve degradation,Check rotational stability,Open
431,model3_59,comp1,1,Mechanical,Moderate spindle vibration anomaly detected,Medium,1.26,vibration,0.01,0.46,0.44,Bearing wear,Check rotational stability,Open
432,model3_59,comp4,1,Automation,Automation system anomaly detected,Medium,1.44,vibration,0.9,0.61,0.48,PLC communication instability,Inspect spindle bearing and lubrication system,Open
433,model3_59,comp4,3,Automation,Severe PLC communication failure observed on aging equipment,Critical,4.72,pressure,0.68,2.49,1.93,Control signal degradation,Check valve stability,Open
434,model3_59,comp4,2,Automation,Critical PLC instability trend identified on aging equipment,High,3.33,vibration,1.37,1.52,0.9,Control signal degradation,Verify shaft balancing and alignment,Open
435,model3_59,comp1,1,Mechanical,Mechanical instability observed during operation,Medium,1.27,vibration,0.8,0.7,0.21,Bearing wear,Verify shaft balancing and alignment,Open
436,model3_59,comp2,2,Hydraulic,High hydraulic instability detected on aging equipment,High,3.16,pressure,0.08,1.07,1.3,Hydraulic valve degradation,Inspect hydraulic pressure lines,Open
437,model3_59,comp4,1,Automation,Automation system anomaly detected,Medium,1.21,vibration,0.0,0.11,0.66,Control signal degradation,Verify shaft balancing and alignment,Open
438,model3_59,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,2.38,rotation,0.3,0.23,1.14,Pressure leakage,Verify rotational sensor consistency,Open
439,model4_60,comp2,2,Hydraulic,Moderate hydraulic instability observed,Medium,1.69,rotation,0.87,0.73,1.79,Hydraulic valve degradation,Verify rotational sensor consistency,Open
440,model4_60,comp2,3,Hydraulic,Emergency hydraulic instability identified,Critical,4.39,rotation,1.51,0.93,2.5,Hydraulic flow instability,Check rotational synchronization,Open
441,model4_60,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.94,vibration,0.15,0.13,0.29,Hydraulic flow instability,Check rotational stability,Open
442,model4_60,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.82,vibration,0.13,0.41,0.18,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
443,model4_61,comp2,2,Hydraulic,Hydraulic pressure exceeded safe operational profile,High,2.98,vibration,1.15,0.37,1.59,Pressure leakage,Check rotational stability,Open
444,model4_61,comp2,4,Hydraulic,Critical hydraulic pressure instability detected,Critical,4.94,vibration,2.86,0.65,1.21,Hydraulic valve degradation,Verify shaft balancing and alignment,Open
445,model4_61,comp1,1,Mechanical,Slight rotational instability detected,Low,0.95,vibration,0.05,0.78,0.33,Mechanical imbalance,Check rotational stability,Open
446,model4_61,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.75,pressure,0.62,1.52,0.92,Pressure leakage,Check valve stability,Open
447,model4_62,comp1,1,Mechanical,Moderate spindle vibration anomaly detected,Medium,1.34,vibration,0.74,0.76,0.16,Lubrication degradation,Check rotational stability,Open
448,model4_62,comp4,4,Automation,Critical automation system instability detected on aging equipment,Critical,4.18,rotation,0.24,0.65,2.86,Control signal degradation,Inspect rotational control subsystem,Open
449,model4_62,comp4,2,Automation,Critical PLC instability trend identified on aging equipment,High,3.5,vibration,1.41,0.44,1.58,Control signal degradation,Inspect spindle bearing and lubrication system,Open
450,model4_62,comp2,1,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.42,vibration,0.57,0.8,0.43,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
451,model4_62,comp1,1,Mechanical,Mechanical instability observed during operation,Medium,1.42,vibration,0.82,0.86,0.62,Lubrication degradation,Check rotational stability,Open
452,model4_62,comp4,2,Automation,High-risk automation instability detected on aging equipment,High,3.39,vibration,1.47,0.71,1.28,Electrical synchronization issue,Verify shaft balancing and alignment,Open
453,model4_62,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,2.16,vibration,1.69,0.19,0.04,Pressure leakage,Check rotational stability,Open
454,model4_63,comp1,2,Mechanical,Spindle oscillation exceeded operational baseline,Medium,1.9,vibration,1.23,0.79,0.54,Bearing wear,Inspect spindle bearing and lubrication system,Open
455,model4_63,comp2,1,Hydraulic,Minor hydraulic pressure fluctuation observed,Low,0.9,vibration,0.43,0.57,0.21,Hydraulic valve degradation,Verify shaft balancing and alignment,Open
456,model4_63,comp4,2,Automation,Automation system anomaly detected,Medium,1.77,pressure,0.48,1.07,0.48,Electrical synchronization issue,Inspect hydraulic pressure lines,Open
457,model4_63,comp4,2,Automation,PLC communication instability observed,Medium,1.91,rotation,0.29,0.1,1.4,Electrical synchronization issue,Verify rotational sensor consistency,Open
458,model4_63,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.89,pressure,0.41,1.91,0.17,Hydraulic valve degradation,Verify hydraulic pump condition,Open
459,model4_63,comp4,1,Automation,Minor automation instability detected,Low,0.73,vibration,0.72,0.46,0.14,Control signal degradation,Inspect spindle bearing and lubrication system,Open
460,model4_63,comp4,2,Automation,PLC communication instability observed,Medium,1.72,pressure,0.21,1.1,0.22,Electrical synchronization issue,Check valve stability,Open
461,model4_63,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.71,vibration,0.17,0.58,0.09,Pressure leakage,Inspect spindle bearing and lubrication system,Open
462,model3_64,comp4,1,Automation,PLC communication instability observed,Medium,1.33,vibration,0.06,0.25,0.0,Electrical synchronization issue,Check rotational stability,Open
463,model3_64,comp2,2,Hydraulic,Moderate hydraulic instability observed,Medium,2.26,rotation,0.16,0.38,1.59,Hydraulic valve degradation,Check rotational synchronization,Open
464,model3_64,comp4,2,Automation,Automation system anomaly detected,Medium,2.42,vibration,1.55,0.24,0.57,PLC communication instability,Verify shaft balancing and alignment,Open
465,model3_64,comp2,2,Hydraulic,Moderate hydraulic instability observed,Medium,2.2,rotation,0.79,0.33,1.18,Pressure leakage,Inspect rotational control subsystem,Open
466,model3_64,comp4,1,Automation,Automation system anomaly detected,Medium,1.41,vibration,0.97,0.49,0.57,PLC communication instability,Verify shaft balancing and alignment,Open
467,model3_64,comp4,2,Automation,Automation system anomaly detected,Medium,2.37,pressure,0.11,1.41,0.4,Electrical synchronization issue,Check valve stability,Open
468,model3_64,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,2.18,vibration,1.19,0.2,0.13,Hydraulic flow instability,Inspect spindle bearing and lubrication system,Open
469,model3_64,comp1,1,Mechanical,Mechanical instability observed during operation,Medium,1.36,vibration,0.51,0.24,0.57,Mechanical imbalance,Check rotational stability,Open
470,model3_65,comp1,2,Mechanical,High spindle vibration level identified,High,2.67,vibration,1.6,1.08,0.92,Lubrication degradation,Verify shaft balancing and alignment,Open
471,model3_65,comp1,1,Mechanical,Minor spindle vibration deviation observed,Low,0.75,vibration,0.19,0.66,0.46,Lubrication degradation,Verify shaft balancing and alignment,Open
472,model3_65,comp4,1,Automation,Minor automation instability detected,Low,0.72,vibration,0.69,0.74,0.81,PLC communication instability,Inspect spindle bearing and lubrication system,Open
473,model3_65,comp1,1,Mechanical,Low-level spindle oscillation identified,Low,0.93,vibration,0.01,0.38,0.79,Mechanical imbalance,Verify shaft balancing and alignment,Open
474,model3_65,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.84,vibration,1.63,0.12,0.22,Pressure leakage,Check rotational stability,Open
475,model3_65,comp4,2,Automation,PLC communication instability observed,Medium,1.88,pressure,0.72,1.05,0.07,Electrical synchronization issue,Verify hydraulic pump condition,Open
476,model4_66,comp1,1,Mechanical,Minor spindle vibration deviation observed,Low,0.86,vibration,0.45,0.51,0.92,Lubrication degradation,Inspect spindle bearing and lubrication system,Open
477,model4_66,comp1,2,Mechanical,High spindle vibration level identified,High,2.67,pressure,0.49,1.16,1.05,Bearing wear,Inspect hydraulic pressure lines,Open
478,model4_66,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.74,rotation,0.26,0.26,1.86,Hydraulic flow instability,Verify rotational sensor consistency,Open
479,model4_66,comp1,2,Mechanical,Mechanical instability observed during operation,Medium,1.83,rotation,0.96,0.21,1.14,Lubrication degradation,Check rotational synchronization,Open
480,model4_66,comp1,3,Mechanical,Severe spindle instability detected,High,3.06,rotation,0.82,0.5,2.5,Mechanical imbalance,Inspect rotational control subsystem,Open
481,model4_67,comp2,3,Hydraulic,High hydraulic instability detected,High,3.3,vibration,2.07,0.29,0.76,Hydraulic flow instability,Check rotational stability,Open
482,model4_67,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.76,vibration,1.6,0.61,0.63,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
483,model4_67,comp4,3,Automation,Critical automation system instability detected,Critical,4.25,rotation,0.87,1.38,2.14,PLC communication instability,Inspect rotational control subsystem,Open
484,model4_67,comp1,2,Mechanical,Mechanical instability observed during operation,Medium,1.75,rotation,0.69,0.38,1.72,Mechanical imbalance,Check rotational synchronization,Open
485,model4_67,comp2,3,Hydraulic,High hydraulic instability detected,High,3.15,vibration,2.43,0.95,0.64,Hydraulic valve degradation,Check rotational stability,Open
486,model4_67,comp4,2,Automation,Severe PLC communication failure observed,Critical,4.51,vibration,1.31,1.35,1.25,PLC communication instability,Verify shaft balancing and alignment,Open
487,model4_67,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.66,rotation,0.12,0.5,1.76,Hydraulic flow instability,Inspect rotational control subsystem,Open
488,model4_67,comp1,3,Mechanical,High-risk spindle oscillation beyond normal range,Critical,4.18,rotation,1.06,0.67,2.04,Mechanical imbalance,Inspect rotational control subsystem,Open
489,model4_67,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.72,rotation,0.81,0.73,1.39,Pressure leakage,Verify rotational sensor consistency,Open
490,model3_68,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.73,pressure,0.01,1.05,0.19,Hydraulic valve degradation,Check valve stability,Open
491,model3_68,comp2,3,Hydraulic,Critical hydraulic pressure instability detected,Critical,4.14,rotation,0.92,1.81,2.04,Hydraulic valve degradation,Check rotational synchronization,Open
492,model3_68,comp1,2,Mechanical,High spindle vibration level identified,High,2.89,vibration,1.57,0.34,1.85,Bearing wear,Inspect spindle bearing and lubrication system,Open
493,model3_68,comp2,2,Hydraulic,High hydraulic instability detected,High,2.7,vibration,1.16,1.06,0.86,Hydraulic valve degradation,Verify shaft balancing and alignment,Open
494,model2_69,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,2.42,pressure,0.22,1.1,0.1,Hydraulic valve degradation,Verify hydraulic pump condition,Open
495,model2_69,comp3,1,Thermal,Motor temperature anomaly detected,Medium,1.31,vibration,0.32,0.85,0.19,Cooling fan malfunction,Inspect spindle bearing and lubrication system,Open
496,model2_69,comp4,1,Automation,Automation system anomaly detected,Medium,1.27,vibration,0.16,0.64,0.67,Electrical synchronization issue,Verify shaft balancing and alignment,Open
497,model2_69,comp4,2,Automation,Automation system anomaly detected,Medium,2.23,vibration,1.14,0.39,0.44,Electrical synchronization issue,Check rotational stability,Open
498,model2_69,comp2,1,Hydraulic,Moderate hydraulic instability observed,Medium,1.19,vibration,0.36,0.96,0.57,Hydraulic flow instability,Check rotational stability,Open
499,model2_69,comp3,2,Thermal,Motor temperature anomaly detected,Medium,2.31,pressure,0.04,1.44,0.77,Cooling system degradation,Inspect hydraulic pressure lines,Open
500,model2_69,comp2,5,Hydraulic,Emergency hydraulic instability identified on aging equipment,Critical,5.03,pressure,0.17,3.23,0.06,Hydraulic flow instability,Inspect hydraulic pressure lines,Open
501,model2_69,comp4,1,Automation,Automation system anomaly detected,Medium,1.4,vibration,0.05,0.44,0.84,PLC communication instability,Inspect spindle bearing and lubrication system,Open
502,model2_69,comp4,2,Automation,PLC communication instability observed,Medium,2.22,vibration,1.51,0.13,0.02,Control signal degradation,Check rotational stability,Open
503,model2_69,comp3,2,Thermal,High thermal stress identified on aging equipment,High,3.49,vibration,1.13,0.02,1.85,Cooling fan malfunction,Verify shaft balancing and alignment,Open
504,model3_70,comp1,2,Mechanical,Spindle oscillation exceeded operational baseline,Medium,1.91,vibration,1.05,0.4,0.67,Lubrication degradation,Inspect spindle bearing and lubrication system,Open
505,model3_70,comp2,2,Hydraulic,Severe hydraulic fluctuation identified,High,2.93,pressure,0.76,1.29,1.03,Hydraulic flow instability,Check valve stability,Open
506,model3_70,comp1,3,Mechanical,High spindle vibration level identified,High,3.35,rotation,0.01,0.83,2.08,Lubrication degradation,Inspect rotational control subsystem,Open
507,model3_70,comp1,1,Mechanical,Minor spindle vibration deviation observed,Low,0.67,vibration,0.8,0.74,0.05,Lubrication degradation,Verify shaft balancing and alignment,Open
508,model3_70,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.75,rotation,0.51,0.19,1.2,Pressure leakage,Check rotational synchronization,Open
